evidence_id,topic_key,research_round,label,confidence,claim,verification_verdict,verification_correction,confidence_note,conflict_note,source_title,source_org,source_date,source_ref,relevance,access_date,validation_status
EV-STRATEGI-23,strategic-art,,TO_VERIFY,Medium,"The Forge hosts a dedicated 'On Strategic Art' page (theforge.defence.gov.au/strategic-art) presenting the handbook as complementing the Australian War College Strategic Art Program; the page was identified via web search this session but not separately fetched, and any additional context on adoption or updates it may carry is unconfirmed.",,,,,On Strategic Art | Future Forge (search result),The Forge / Australian Defence College,2024,https://theforge.defence.gov.au/strategic-art,Forum - secondary corroborating location and potential source for edition updates,2026-07-18,Custodian validation pending
EV-TOTALDEF-01,total-defence,,FACT,High,"The Australian Army Research Centre published 'Towards Total Defence: A Literature Review and Feasibility Assessment for Australia' by Matthew LM Jones and Andrew Maher as Australian Army Occasional Paper No. 39, copyright Commonwealth of Australia 2026, DOI 10.61451/2675160, with an explicit disclaimer that views are the authors' own and not necessarily official Army, Defence or Australian Government policy.",CONFIRMED,,,,Towards Total Defence: A Literature Review and Feasibility Assessment for Australia (Australian Army Occasional Paper No. 39),Australian Army Research Centre (Commonwealth of Australia),2026,https://researchcentre.army.gov.au/sites/default/files/Occasional-Paper-39.pdf,Australian input — provenance and evidentiary weight of an Army-sponsored (non-policy) source on national resilience,2026-07-18,Custodian validation pending
EV-TOTALDEF-02,total-defence,,FACT,High,"The paper's core argument is that Australia's strategic environment is increasingly defined by grey-zone threats, cyber disruption and domestic vulnerabilities that 'transcend conventional military responses', and that a Department of Defence 'bias towards an expeditionary or offshore, conventional mindset' reveals significant limitations against hybrid threats that blur civilian/military distinctions.",CONFIRMED,,,,"Towards Total Defence (AARC Occasional Paper No. 39), Abstract and Introduction",Australian Army Research Centre,2026,https://researchcentre.army.gov.au/sites/default/files/Occasional-Paper-39.pdf,Constraint — identifies the threat framing driving whole-of-nation resilience and partnership requirements,2026-07-18,Custodian validation pending
EV-TOTALDEF-03,total-defence,,FACT,High,"The paper defines total defence as 'a whole-of-society approach to national security, intended to deter a potential enemy by raising the cost of aggression and lowering the chances of its success', in which 'infrastructure and societal resilience jointly constitute national resilience, a cornerstone of TD', and frames contemporary TD as deterrence by denial, resilience and societal resistance.",CONFIRMED,,,,"Towards Total Defence (AARC Occasional Paper No. 39), Chapter 2",Australian Army Research Centre,2026,https://researchcentre.army.gov.au/sites/default/files/Occasional-Paper-39.pdf,Instrument — working definition of the total/national defence concept for the framework,2026-07-18,Custodian validation pending
EV-TOTALDEF-04,total-defence,,FACT,High,"The paper anchors TD to endorsed Australian strategy: it states the 2023 Defence Strategic Review 'indicated a need for a more integrated and whole-of-nation approach to national security', the 2024 National Defence Strategy 'widened the scope of national defence... to an approach that seeks to protect our way of life', and that TD's deterrence-by-denial framing 'aligns with Australia's endorsed strategy of denial' and the DSR direction to 'maximise the deterrence, denial and response options' of an integrated force.",CONFIRMED,,,,"Towards Total Defence (AARC Occasional Paper No. 39), Chapters 1-2",Australian Army Research Centre,2026,https://researchcentre.army.gov.au/sites/default/files/Occasional-Paper-39.pdf,"Australian value proposition — links resilience concepts to authoritative strategy documents (DSR 2023, NDS 2024)",2026-07-18,Custodian validation pending
EV-TOTALDEF-05,total-defence,,FACT,High,"On alliance leverage, the paper argues small and middle powers shape great-power choices most effectively when 'resilient, politically coherent and militarily useful—able to hold out, to host and to help', and that 'Australia's credibility with allies rises if we can keep society functioning under pressure, secure critical bases and corridors', with national stamina strengthening 'alliance bargaining power during crisis decision cycles'.",CONFIRMED,,,,"Towards Total Defence (AARC Occasional Paper No. 39), Section 4.2 'Alliance Leverage and Time Buying'",Australian Army Research Centre,2026,https://researchcentre.army.gov.au/sites/default/files/Occasional-Paper-39.pdf,Partner interest / Australian value proposition — resilience framed as currency in alliance and partnership bargaining,2026-07-18,Custodian validation pending
EV-TOTALDEF-06,total-defence,,FACT,High,"The paper states the Australian Army 'needs to understand the adoption of TD models if it is to support partners who have adopted them in part or comprehensively (such as Singapore)', and Chapter 5 frames Army adaptation as needed 'to support regional partners who may have elements of TD ingrained in their national defence strategies'.",CONFIRMED,,,,"Towards Total Defence (AARC Occasional Paper No. 39), Chapter 1 and Chapter 5",Australian Army Research Centre,2026,https://researchcentre.army.gov.au/sites/default/files/Occasional-Paper-39.pdf,Partner capability — interoperability rationale: Australia must understand partners' total-defence systems to work with them,2026-07-18,Custodian validation pending
EV-TOTALDEF-07,total-defence,,FACT,High,"The paper's comparative finding is that total defence complements rather than substitutes for alliances: Sweden (32nd NATO member, 2024) treats alliance support as augmenting 'a robust national defence foundation' rather than outsourcing TD to NATO; Estonia fuses NATO-backed deterrence with home-front 'porcupine' capacity in case allied assistance is delayed; and Lithuania runs a 'three layers' approach — national armed defence, TD by society, and allied support — while spending over 2 per cent of GDP on defence 'heading towards 3 per cent'.",,,,,"Towards Total Defence (AARC Occasional Paper No. 39), Sections 3.2-3.4",Australian Army Research Centre,2026,https://researchcentre.army.gov.au/sites/default/files/Occasional-Paper-39.pdf,"Partner interest / forum — evidence that partner nations pair national resilience with alliance frameworks, not instead of them",2026-07-18,Custodian validation pending
EV-TOTALDEF-08,total-defence,,FACT,High,"The paper identifies Australia's 'front line' as extra-territorial — 'sea lanes, cables, satellites, ports, fuel chains, financial rails and data platforms' — and lists 'subsea cables, landing stations, space links and the private networks that run them' among vital functions Australia should harden against hybrid disruption (cyber, sabotage, sanctions, lawfare, grey-zone harassment) with planned national workarounds if they fail.",,,,,"Towards Total Defence (AARC Occasional Paper No. 39), Sections 4.1-4.2",Australian Army Research Centre,2026,https://researchcentre.army.gov.au/sites/default/files/Occasional-Paper-39.pdf,"Dependency — explicitly names space links and satellites as national-resilience critical infrastructure, bridging total defence to defence-space partnership analysis",2026-07-18,Custodian validation pending
EV-TOTALDEF-09,total-defence,,FACT,Medium,"The paper states that 'around 99 per cent of Australia's trade by volume moves by sea' (citing its endnote 145), and argues that reducing single-point dependencies in energy and food distribution and designing standalone continuity of essential services 'directly lowers coercion risk if shipping lanes are disrupted'.",,,,,"Towards Total Defence (AARC Occasional Paper No. 39), Section 4.3",Australian Army Research Centre,2026,https://researchcentre.army.gov.au/sites/default/files/Occasional-Paper-39.pdf,"Dependency — sea-line dependency as the central coercion vulnerability; statistic is the paper's cited claim, not independently verified this session",2026-07-18,Custodian validation pending
EV-TOTALDEF-10,total-defence,,FACT,High,"The paper finds Australia's critical infrastructure — telecommunications, energy grids and transport networks — 'is highly privatised and often subject to significant foreign ownership', that 'Nordic and Baltic models assume compellable civilian capacity and stockpiles; Australia's regulatory settings and contract architectures are thinner', and that without coordination/compulsion mechanisms 'national logistics and utilities may not be sufficiently responsive in a protracted or multidimensional crisis'.",,,,,"Towards Total Defence (AARC Occasional Paper No. 39), Section 4.3 'Ownership, Regulation and Compellable Capacity'",Australian Army Research Centre,2026,https://researchcentre.army.gov.au/sites/default/files/Occasional-Paper-39.pdf,"Constraint / dependency — privatised, foreign-owned infrastructure limits Australia's compellable industrial capacity relative to partner models",2026-07-18,Custodian validation pending
EV-TOTALDEF-11,total-defence,,FACT,High,"The paper states Australia 'does not yet have a statutory, whole-of-government security-of-supply mechanism' binding the Commonwealth, states, market bodies, network operators, fuel importers/refiners, Defence and Home Affairs to common priorities, and proposes that a dedicated 'National Security of Supply and Resilience Council' (as part of a National Security Strategy) could set reserve and reconstitution targets (fuel, black-start, spares), standardise islandable microgrids, compel information-sharing and protected exercises, and pre-agree industry call-out, compensation and liability arrangements.",,,,,"Towards Total Defence (AARC Occasional Paper No. 39), Section 4.3",Australian Army Research Centre,2026,https://researchcentre.army.gov.au/sites/default/files/Occasional-Paper-39.pdf,Instrument — proposed governance mechanism for industrial-base assurance and dependency reduction,2026-07-18,Custodian validation pending
